loan_amnt,term,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,delinq_2yrs,inq_last_6mths,mort_acc,pub_rec_bankruptcies,credit_score,loan_to_income,monthly_income,installment_to_income,total_credit_accounts,emp_length,home_ownership,verification_status,purpose
14000.0,36.0,11.67,462.8,42000.0,7.49,10.0,1.0,4835.0,27.5,28.0,0.0,0.0,4.0,1.0,662.0,0.3333333333333333,3500.0,0.13222857142857145,38.0,3.0,5.0,1.0,4.0
6300.0,36.0,10.15,203.73,33000.0,32.55,7.0,0.0,4778.0,48.3,12.0,0.0,2.0,0.0,0.0,707.0,0.19090909090909092,2750.0,0.07408363636363637,19.0,1.0,5.0,1.0,2.0
12000.0,36.0,11.67,396.69,70000.0,12.45,7.0,0.0,7965.0,67.5,36.0,0.0,0.0,1.0,0.0,687.0,0.17142857142857143,5833.333333333333,0.06800400000000001,43.0,3.0,1.0,0.0,2.0
11000.0,36.0,9.17,350.67,49000.0,15.94,13.0,0.0,12127.0,71.8,26.0,0.0,0.0,0.0,0.0,677.0,0.22448979591836735,4083.3333333333335,0.08587836734693878,39.0,3.0,5.0,0.0,1.0
15000.0,36.0,10.16,485.14,100000.0,25.74,14.0,0.0,12521.0,76.3,37.0,2.0,0.0,3.0,0.0,662.0,0.15,8333.333333333334,0.05821679999999999,51.0,10.0,1.0,2.0,2.0
10000.0,60.0,19.19,260.46,34573.0,15.58,3.0,0.0,12129.0,98.6,8.0,0.0,0.0,0.0,0.0,662.0,0.2892430509357013,2881.0833333333335,0.09040349405605529,11.0,10.0,5.0,2.0,9.0
22000.0,36.0,7.24,681.72,124000.0,20.38,5.0,0.0,23318.0,99.2,22.0,0.0,0.0,0.0,0.0,722.0,0.1774193548387097,10333.333333333334,0.06597290322580646,27.0,10.0,1.0,1.0,2.0
16000.0,36.0,13.18,540.5,45000.0,22.35,13.0,0.0,18050.0,62.7,19.0,1.0,2.0,0.0,0.0,672.0,0.35555555555555557,3750.0,0.14413333333333334,32.0,3.0,5.0,2.0,11.0
28000.0,36.0,7.62,872.52,140000.0,7.29,8.0,0.0,88595.0,41.3,29.0,0.0,1.0,4.0,0.0,742.0,0.2,11666.666666666666,0.07478742857142857,37.0,10.0,1.0,1.0,2.0
10000.0,36.0,12.39,334.01,37802.0,24.06,6.0,0.0,5617.0,81.4,9.0,0.0,0.0,0.0,0.0,722.0,0.26453626792233215,3150.1666666666665,0.10602931061848579,15.0,9.0,5.0,1.0,2.0
3775.0,36.0,11.49,124.47,60000.0,1.4,3.0,1.0,2074.0,44.1,5.0,0.0,0.0,0.0,1.0,677.0,0.06291666666666666,5000.0,0.024894,8.0,10.0,5.0,1.0,1.0
35000.0,60.0,21.45,955.75,80000.0,26.18,13.0,0.0,13611.0,63.0,17.0,4.0,0.0,1.0,0.0,662.0,0.4375,6666.666666666667,0.1433625,30.0,7.0,1.0,2.0,2.0
28000.0,36.0,9.17,892.61,300000.0,1.98,10.0,0.0,21900.0,38.3,15.0,0.0,1.0,1.0,0.0,687.0,0.09333333333333334,25000.0,0.0357044,25.0,2.0,1.0,2.0,2.0
1500.0,36.0,9.58,48.11,39475.0,9.46,6.0,1.0,3098.0,21.5,8.0,0.0,0.0,0.0,1.0,712.0,0.03799873337555415,3289.5833333333335,0.01462495250158328,14.0,2.0,5.0,1.0,2.0
7325.0,36.0,8.24,230.36,48924.0,20.41,15.0,0.0,8048.0,23.4,21.0,0.0,1.0,3.0,0.0,727.0,0.14972201782356306,4077.0,0.05650233014471425,36.0,10.0,1.0,0.0,1.0
7975.0,36.0,14.47,274.4,36000.0,13.63,8.0,0.0,6286.0,39.3,24.0,0.0,1.0,0.0,0.0,667.0,0.22152777777777777,3000.0,0.09146666666666665,32.0,3.0,1.0,1.0,2.0
27000.0,60.0,19.52,708.15,63000.0,30.48,19.0,0.0,21925.0,39.9,46.0,0.0,3.0,0.0,0.0,662.0,0.42857142857142855,5250.0,0.13488571428571428,65.0,10.0,5.0,2.0,2.0
10000.0,36.0,8.67,316.47,38500.0,4.83,4.0,0.0,5619.0,43.2,19.0,0.0,0.0,2.0,0.0,687.0,0.2597402597402597,3208.3333333333335,0.09864,23.0,10.0,1.0,2.0,2.0
28000.0,60.0,22.35,778.92,71000.0,10.53,9.0,0.0,13241.0,78.8,32.0,0.0,1.0,1.0,0.0,662.0,0.39436619718309857,5916.666666666667,0.13164845070422534,41.0,1.0,1.0,2.0,2.0
2400.0,36.0,19.99,89.19,25000.0,27.94,12.0,1.0,2378.0,19.8,37.0,2.0,4.0,0.0,1.0,672.0,0.096,2083.3333333333335,0.042811199999999994,49.0,3.0,5.0,2.0,12.0
36500.0,60.0,16.02,888.0,85000.0,21.26,7.0,0.0,27647.0,43.2,11.0,1.0,0.0,1.0,0.0,702.0,0.4294117647058823,7083.333333333333,0.12536470588235293,18.0,9.0,1.0,2.0,2.0
7775.0,36.0,14.99,269.49,42000.0,10.74,4.0,0.0,2292.0,52.1,10.0,0.0,0.0,0.0,0.0,662.0,0.18511904761904763,3500.0,0.07699714285714286,14.0,6.0,5.0,0.0,2.0
6000.0,36.0,11.44,197.69,51000.0,4.99,27.0,1.0,5204.0,47.7,35.0,2.0,0.0,0.0,1.0,677.0,0.11764705882352941,4250.0,0.04651529411764706,62.0,7.0,5.0,0.0,1.0
20000.0,36.0,7.69,623.88,128000.0,14.94,9.0,0.0,20630.0,91.3,15.0,0.0,0.0,0.0,0.0,707.0,0.15625,10666.666666666666,0.058488750000000006,24.0,10.0,4.0,1.0,1.0
9000.0,36.0,9.25,287.25,55000.0,14.05,12.0,0.0,18534.0,43.1,21.0,0.0,1.0,1.0,0.0,697.0,0.16363636363636364,4583.333333333333,0.06267272727272728,33.0,9.0,1.0,0.0,2.0
6000.0,36.0,11.39,197.55,72000.0,22.63,12.0,0.0,17187.0,93.9,22.0,0.0,0.0,1.0,0.0,697.0,0.08333333333333333,6000.0,0.032925,34.0,6.0,1.0,1.0,12.0
10400.0,36.0,7.97,325.76,43000.0,38.24,10.0,0.0,1404.0,6.7,17.0,0.0,0.0,0.0,0.0,812.0,0.24186046511627907,3583.3333333333335,0.09090976744186045,27.0,1.0,5.0,0.0,2.0
8000.0,36.0,12.74,268.56,80000.0,20.34,7.0,0.0,6316.0,76.1,19.0,0.0,1.0,1.0,0.0,682.0,0.1,6666.666666666667,0.040284,26.0,10.0,5.0,1.0,9.0
20000.0,36.0,9.17,637.58,56000.0,13.67,14.0,0.0,5709.0,41.4,45.0,0.0,0.0,2.0,0.0,722.0,0.35714285714285715,4666.666666666667,0.13662428571428573,59.0,5.0,1.0,1.0,2.0
21000.0,60.0,19.05,545.33,65000.0,7.81,10.0,0.0,9709.0,90.7,14.0,1.0,0.0,0.0,0.0,687.0,0.3230769230769231,5416.666666666667,0.10067630769230769,24.0,6.0,4.0,2.0,4.0
11200.0,36.0,10.75,365.35,62000.0,17.81,15.0,0.0,23123.0,65.1,32.0,7.0,0.0,0.0,0.0,662.0,0.18064516129032257,5166.666666666667,0.07071290322580645,47.0,6.0,4.0,1.0,1.0
15000.0,36.0,7.07,463.64,75000.0,12.61,15.0,0.0,14074.0,31.5,20.0,0.0,0.0,3.0,0.0,727.0,0.2,6250.0,0.0741824,35.0,9.0,1.0,0.0,2.0
8000.0,36.0,15.61,279.72,134000.0,14.24,11.0,0.0,5695.0,29.5,31.0,1.0,1.0,3.0,0.0,722.0,0.05970149253731343,11166.666666666666,0.025049552238805974,42.0,5.0,5.0,1.0,2.0
3600.0,36.0,5.32,108.42,37000.0,13.14,14.0,0.0,3355.0,3.3,28.0,0.0,0.0,0.0,0.0,837.0,0.0972972972972973,3083.3333333333335,0.03516324324324324,42.0,10.0,4.0,0.0,2.0
7000.0,36.0,15.88,245.69,88000.0,14.77,17.0,0.0,11382.0,93.3,37.0,0.0,1.0,1.0,0.0,662.0,0.07954545454545454,7333.333333333333,0.03350318181818182,54.0,2.0,1.0,0.0,2.0
12000.0,36.0,10.91,392.36,57000.0,14.55,8.0,0.0,8408.0,44.3,11.0,0.0,2.0,1.0,0.0,732.0,0.21052631578947367,4750.0,0.0826021052631579,19.0,3.0,1.0,1.0,2.0
16000.0,60.0,15.41,384.1,145000.0,10.1,9.0,0.0,20560.0,95.2,31.0,2.0,0.0,5.0,0.0,672.0,0.1103448275862069,12083.333333333334,0.031787586206896555,40.0,0.0,1.0,2.0,2.0
10000.0,60.0,18.84,258.53,49420.0,13.45,9.0,1.0,4207.0,79.4,25.0,0.0,0.0,0.0,1.0,697.0,0.20234722784297854,4118.333333333333,0.06277539457709429,34.0,7.0,5.0,1.0,2.0
21000.0,60.0,15.05,500.14,70000.0,15.4,7.0,0.0,2921.0,39.5,30.0,9.0,0.0,0.0,0.0,662.0,0.3,5833.333333333333,0.08573828571428571,37.0,0.0,5.0,1.0,2.0
12000.0,36.0,5.32,361.38,90000.0,18.11,12.0,1.0,11481.0,38.1,29.0,0.0,0.0,0.0,0.0,717.0,0.13333333333333333,7500.0,0.048184,41.0,4.0,1.0,0.0,1.0
20000.0,36.0,13.35,677.26,55500.0,23.07,10.0,0.0,24358.0,84.9,23.0,0.0,1.0,3.0,0.0,672.0,0.36036036036036034,4625.0,0.1464345945945946,33.0,1.0,1.0,1.0,2.0
15000.0,36.0,7.24,464.81,172000.0,17.97,13.0,0.0,24125.0,37.2,33.0,0.0,2.0,2.0,0.0,697.0,0.0872093023255814,14333.333333333334,0.03242860465116279,46.0,5.0,5.0,0.0,2.0
7225.0,36.0,9.75,232.29,100000.0,3.01,6.0,0.0,4529.0,66.6,21.0,2.0,1.0,6.0,0.0,667.0,0.07225,8333.333333333334,0.027874799999999998,27.0,4.0,1.0,1.0,1.0
10000.0,36.0,11.49,329.72,75000.0,8.3,12.0,1.0,17850.0,56.8,15.0,1.0,0.0,1.0,0.0,667.0,0.13333333333333333,6250.0,0.0527552,27.0,9.0,1.0,1.0,2.0
10000.0,36.0,12.29,333.53,150000.0,8.56,9.0,0.0,4791.0,27.1,18.0,1.0,0.0,3.0,0.0,707.0,0.06666666666666667,12500.0,0.0266824,27.0,10.0,1.0,2.0,2.0
8000.0,36.0,6.92,246.73,79000.0,11.27,5.0,1.0,7705.0,94.1,18.0,0.0,0.0,3.0,0.0,667.0,0.10126582278481013,6583.333333333333,0.0374779746835443,23.0,5.0,1.0,0.0,2.0
4000.0,36.0,7.59,124.6,33900.0,10.87,7.0,1.0,4249.0,27.6,11.0,0.0,0.0,0.0,0.0,697.0,0.11799410029498525,2825.0,0.044106194690265485,18.0,0.0,1.0,2.0,2.0
30175.0,36.0,7.97,945.16,120000.0,23.31,15.0,0.0,14710.0,55.7,51.0,0.0,0.0,5.0,0.0,702.0,0.25145833333333334,10000.0,0.094516,66.0,2.0,1.0,2.0,2.0
17000.0,60.0,21.0,459.91,55000.0,28.49,12.0,0.0,6451.0,27.8,38.0,2.0,0.0,2.0,0.0,672.0,0.3090909090909091,4583.333333333333,0.10034400000000002,50.0,10.0,1.0,2.0,2.0
12000.0,60.0,16.24,293.35,49600.0,11.95,5.0,0.0,1763.0,23.8,21.0,0.0,0.0,1.0,0.0,672.0,0.24193548387096775,4133.333333333333,0.0709717741935484,26.0,10.0,1.0,1.0,2.0
12000.0,36.0,12.69,402.54,42000.0,34.28,13.0,0.0,19712.0,51.6,14.0,0.0,0.0,0.0,0.0,677.0,0.2857142857142857,3500.0,0.11501142857142858,27.0,3.0,4.0,1.0,2.0
12000.0,36.0,13.98,410.02,72400.0,29.59,12.0,0.0,11052.0,66.2,59.0,0.0,4.0,1.0,0.0,672.0,0.16574585635359115,6033.333333333333,0.06795911602209945,71.0,10.0,4.0,2.0,2.0
21575.0,36.0,25.49,863.42,140000.0,28.12,14.0,0.0,43667.0,80.7,33.0,0.0,0.0,0.0,0.0,687.0,0.15410714285714286,11666.666666666666,0.07400742857142857,47.0,6.0,5.0,2.0,2.0
18000.0,36.0,12.85,605.2,75000.0,7.7,12.0,0.0,11123.0,66.0,17.0,0.0,0.0,0.0,0.0,672.0,0.24,6250.0,0.096832,29.0,10.0,5.0,0.0,1.0
21000.0,36.0,13.98,717.53,68147.11,30.24,12.0,0.0,20939.0,97.4,26.0,0.0,0.0,0.0,0.0,677.0,0.308156868280988,5678.925833333334,0.1263495986843756,38.0,10.0,5.0,1.0,1.0
3025.0,36.0,10.49,98.31,85000.0,18.58,14.0,1.0,6881.0,23.8,40.0,0.0,0.0,2.0,1.0,667.0,0.03558823529411765,7083.333333333333,0.013879058823529413,54.0,1.0,1.0,1.0,9.0
10000.0,36.0,11.99,332.1,123000.0,5.01,9.0,0.0,14111.0,61.9,17.0,0.0,1.0,1.0,0.0,662.0,0.08130081300813008,10250.0,0.032400000000000005,26.0,10.0,1.0,0.0,2.0
10000.0,36.0,18.84,365.76,50000.0,9.5,10.0,0.0,4690.0,16.5,25.0,3.0,1.0,1.0,0.0,672.0,0.2,4166.666666666667,0.0877824,35.0,8.0,5.0,1.0,11.0
28000.0,36.0,7.9,876.13,105000.0,19.54,12.0,0.0,41095.0,48.3,44.0,0.0,0.0,5.0,0.0,707.0,0.26666666666666666,8750.0,0.10012914285714286,56.0,10.0,5.0,0.0,2.0
19975.0,36.0,13.99,682.61,110000.0,11.29,8.0,0.0,16665.0,66.7,9.0,0.0,1.0,1.0,0.0,692.0,0.18159090909090908,9166.666666666666,0.07446654545454547,17.0,10.0,1.0,1.0,2.0
12000.0,60.0,13.65,277.05,150000.0,20.07,17.0,0.0,27429.0,74.3,58.0,0.0,0.0,7.0,0.0,732.0,0.08,12500.0,0.022164,75.0,10.0,1.0,1.0,9.0
20000.0,36.0,8.39,630.34,100000.0,16.08,11.0,0.0,20216.0,97.2,16.0,0.0,0.0,2.0,0.0,667.0,0.2,8333.333333333334,0.0756408,27.0,3.0,1.0,1.0,1.0
8000.0,36.0,6.08,243.67,66000.0,17.5,10.0,0.0,3911.0,7.9,17.0,0.0,1.0,2.0,0.0,762.0,0.12121212121212122,5500.0,0.044303636363636364,27.0,8.0,1.0,0.0,2.0
19825.0,36.0,17.27,709.49,86000.0,5.11,22.0,1.0,13535.0,47.3,26.0,0.0,1.0,2.0,0.0,682.0,0.2305232558139535,7166.666666666667,0.0989986046511628,48.0,10.0,4.0,0.0,1.0
2000.0,36.0,16.29,70.61,24513.0,21.55,10.0,0.0,5184.0,48.4,24.0,0.0,2.0,0.0,0.0,672.0,0.08158936074735855,2042.75,0.03456614857422592,34.0,1.0,4.0,0.0,9.0
10000.0,36.0,7.97,313.23,76000.0,6.54,8.0,0.0,3558.0,11.3,30.0,0.0,0.0,3.0,0.0,717.0,0.13157894736842105,6333.333333333333,0.04945736842105264,38.0,6.0,1.0,2.0,4.0
18000.0,36.0,9.17,573.83,90000.0,13.63,20.0,0.0,18254.0,38.0,42.0,2.0,0.0,2.0,0.0,682.0,0.2,7500.0,0.07651066666666667,62.0,10.0,1.0,0.0,2.0
12000.0,36.0,16.99,427.78,45000.0,32.45,13.0,1.0,5958.0,40.8,28.0,2.0,1.0,1.0,1.0,667.0,0.26666666666666666,3750.0,0.11407466666666666,41.0,6.0,1.0,0.0,2.0
12000.0,60.0,15.61,289.34,80000.0,17.76,10.0,0.0,10214.0,74.0,22.0,0.0,1.0,4.0,0.0,702.0,0.15,6666.666666666667,0.043400999999999995,32.0,10.0,1.0,1.0,2.0
12000.0,36.0,11.99,398.52,98000.0,24.03,14.0,0.0,27678.0,51.5,29.0,1.0,1.0,2.0,0.0,687.0,0.12244897959183673,8166.666666666667,0.04879836734693877,43.0,10.0,1.0,0.0,2.0
13200.0,60.0,20.0,349.72,37000.0,14.47,5.0,0.0,79.0,1.1,5.0,0.0,0.0,0.0,0.0,682.0,0.3567567567567568,3083.3333333333335,0.1134227027027027,10.0,3.0,5.0,1.0,2.0
16000.0,60.0,28.72,505.15,35000.0,46.98,15.0,0.0,9128.0,47.1,25.0,0.0,1.0,2.0,0.0,722.0,0.45714285714285713,2916.6666666666665,0.17319428571428572,40.0,6.0,1.0,2.0,2.0
20000.0,36.0,12.69,670.9,62000.0,24.3,18.0,0.0,18845.0,86.1,39.0,11.0,1.0,0.0,0.0,662.0,0.3225806451612903,5166.666666666667,0.1298516129032258,57.0,1.0,5.0,2.0,2.0
23000.0,60.0,14.3,538.76,72000.0,18.99,12.0,0.0,25169.0,35.0,26.0,0.0,0.0,2.0,0.0,712.0,0.3194444444444444,6000.0,0.08979333333333334,38.0,5.0,1.0,2.0,2.0
33475.0,36.0,19.99,1243.89,250000.0,7.44,8.0,0.0,10280.0,69.5,15.0,0.0,0.0,5.0,0.0,697.0,0.1339,20833.333333333332,0.05970672000000001,23.0,2.0,1.0,1.0,2.0
8000.0,36.0,7.39,248.45,33000.0,23.64,30.0,0.0,9263.0,40.6,37.0,0.0,0.0,0.0,0.0,687.0,0.24242424242424243,2750.0,0.09034545454545455,67.0,3.0,5.0,1.0,2.0
7000.0,36.0,9.49,224.2,22800.0,12.16,11.0,0.0,3588.0,49.8,17.0,0.0,0.0,0.0,0.0,682.0,0.30701754385964913,1900.0,0.118,28.0,1.0,5.0,1.0,2.0
8000.0,36.0,7.9,250.33,35000.0,16.25,4.0,0.0,16758.0,76.2,10.0,0.0,0.0,1.0,0.0,727.0,0.22857142857142856,2916.6666666666665,0.08582742857142858,14.0,1.0,5.0,0.0,2.0
16000.0,60.0,19.99,423.82,150000.0,22.22,18.0,0.0,25830.0,68.7,57.0,0.0,2.0,9.0,0.0,682.0,0.10666666666666667,12500.0,0.0339056,75.0,10.0,1.0,0.0,2.0
10800.0,36.0,9.16,344.25,70000.0,14.36,33.0,0.0,9407.0,66.7,65.0,3.0,1.0,4.0,0.0,672.0,0.15428571428571428,5833.333333333333,0.05901428571428572,98.0,7.0,1.0,0.0,2.0
